,0,1,2
0,0.305958,-0.07096743,-0.32382554
1,-0.22929436,0.16390541,-0.48399603
2,-0.1032562,0.39022297,-0.23667364
3,0.19930798,-0.060477782,0.20377496
4,0.39935648,0.42565846,0.27230784
5,-0.09835601,-0.2606162,0.20036453
6,-0.093797415,0.14026425,0.035956323
7,0.5756488,0.17620265,0.6267127
8,-0.04177514,0.3581387,-0.115233034
9,0.70374984,-0.14133298,-0.30161673
